4_digit_NAICS_code,NAICS_title,education,employees,mean_income,10_percent,25_percent,50_percent,75_percent,90_percent
3353,Electrical Equipment Manufacturing,Doctoral or professional degree,40,"173,980","69,610","96,040","174,590",,
3353,Electrical Equipment Manufacturing,Bachelor's degree,"37,510","91,850","49,250","62,930","82,460","110,430","147,180"
3353,Electrical Equipment Manufacturing,Associate's degree,"6,830","53,700","33,570","41,660","52,050","62,800","77,370"
3353,Electrical Equipment Manufacturing,Postsecondary nondegree award,"2,220","50,260","30,460","36,880","48,140","63,140","74,150"
3353,Electrical Equipment Manufacturing,"Some college, no degree","1,740","43,690","27,390","33,470","41,860","51,630","61,920"
3353,Electrical Equipment Manufacturing,High school diploma or equivalent,"91,130","39,740","23,260","28,840","36,620","46,680","59,570"
3353,Electrical Equipment Manufacturing,No formal educational credential,"6,170","32,640","20,790","25,520","31,960","38,860","46,150"
3359,Other Electrical Equipment and Component Manufacturing,Doctoral or professional degree,60,"130,470","68,680","86,870","115,360","160,480",
3359,Other Electrical Equipment and Component Manufacturing,Master's degree,30,"91,460","62,390","73,320","91,690","110,410","122,760"
3359,Other Electrical Equipment and Component Manufacturing,Bachelor's degree,"26,410","97,720","49,510","65,300","87,290","117,320","158,030"
3359,Other Electrical Equipment and Component Manufacturing,Associate's degree,"4,830","54,060","33,400","41,400","52,080","63,870","77,720"
3359,Other Electrical Equipment and Component Manufacturing,Postsecondary nondegree award,560,"49,330","30,110","38,840","47,930","58,640","72,140"
3359,Other Electrical Equipment and Component Manufacturing,"Some college, no degree","1,840","50,540","29,600","36,030","45,790","60,040","81,380"
3359,Other Electrical Equipment and Component Manufacturing,High school diploma or equivalent,"84,420","39,360","22,130","27,880","36,240","46,880","59,870"
3359,Other Electrical Equipment and Component Manufacturing,No formal educational credential,"11,480","32,800","20,450","25,570","32,360","38,080","46,090"
3361,Motor Vehicle Manufacturing,Doctoral or professional degree,60,"159,520","86,030","102,630","161,490",,
3361,Motor Vehicle Manufacturing,Bachelor's degree,"21,680","93,770","58,530","72,490","90,550","111,980","132,140"
3361,Motor Vehicle Manufacturing,Associate's degree,"1,390","58,030","34,940","46,580","58,330","70,010","77,660"
3361,Motor Vehicle Manufacturing,"Some college, no degree",230,"42,820","19,370","31,460","39,340","55,640","68,960"
3361,Motor Vehicle Manufacturing,High school diploma or equivalent,"173,210","51,650","32,900","38,780","54,080","60,980","70,260"
3361,Motor Vehicle Manufacturing,No formal educational credential,"7,080","48,110","28,060","38,160","52,770","58,050","61,210"
3362,Motor Vehicle Body and Trailer Manufacturing,Bachelor's degree,"11,190","79,820","38,170","51,480","69,500","94,710","130,400"
3362,Motor Vehicle Body and Trailer Manufacturing,Associate's degree,"1,590","46,830","31,000","36,040","44,510","55,440","67,350"
3362,Motor Vehicle Body and Trailer Manufacturing,Postsecondary nondegree award,"3,430","35,110","18,740","26,650","34,260","41,350","52,370"
3362,Motor Vehicle Body and Trailer Manufacturing,"Some college, no degree","1,210","37,560","25,120","29,940","36,690","44,840","51,360"
3362,Motor Vehicle Body and Trailer Manufacturing,High school diploma or equivalent,"117,510","36,810","20,970","26,970","34,430","43,480","56,260"
3362,Motor Vehicle Body and Trailer Manufacturing,No formal educational credential,"11,160","30,610","20,230","24,180","29,580","36,060","42,090"
3363,Motor Vehicle Parts Manufacturing,Doctoral or professional degree,110,"170,960","73,580","114,580","165,880",,
3363,Motor Vehicle Parts Manufacturing,Bachelor's degree,"85,130","86,980","46,030","60,970","79,790","102,400","133,310"
3363,Motor Vehicle Parts Manufacturing,Associate's degree,"12,170","49,640","31,990","38,230","47,640","59,400","72,330"
3363,Motor Vehicle Parts Manufacturing,Postsecondary nondegree award,"3,450","40,600","24,520","30,360","37,320","50,060","62,390"
3363,Motor Vehicle Parts Manufacturing,"Some college, no degree","3,430","40,730","26,060","31,940","39,080","47,760","59,060"
3363,Motor Vehicle Parts Manufacturing,High school diploma or equivalent,"413,540","38,580","22,460","27,450","34,920","46,900","60,920"
3363,Motor Vehicle Parts Manufacturing,No formal educational credential,"43,130","30,610","19,880","23,650","29,280","36,040","44,080"
3364,Aerospace Product and Parts Manufacturing,Doctoral or professional degree,,"163,690","64,510","96,460","161,150",,
3364,Aerospace Product and Parts Manufacturing,Bachelor's degree,"212,280","104,260","59,870","76,030","98,860","127,140","158,330"
3364,Aerospace Product and Parts Manufacturing,Associate's degree,"24,970","70,050","42,560","54,520","69,210","85,780","99,750"
3364,Aerospace Product and Parts Manufacturing,Postsecondary nondegree award,"23,650","62,020","37,540","48,440","61,510","75,360","88,400"
3364,Aerospace Product and Parts Manufacturing,"Some college, no degree","2,740","58,200","29,160","36,820","48,110","72,190","110,740"
3364,Aerospace Product and Parts Manufacturing,High school diploma or equivalent,"210,140","52,840","27,930","36,390","49,390","66,770","81,300"
3364,Aerospace Product and Parts Manufacturing,No formal educational credential,"13,670","38,500","21,040","26,080","34,270","47,490","65,870"
3365,Railroad Rolling Stock Manufacturing,Bachelor's degree,"3,930","93,720","51,610","64,510","84,460","111,700","145,360"
3365,Railroad Rolling Stock Manufacturing,Associate's degree,500,"53,060","32,750","40,870","53,430","62,180","74,520"
3365,Railroad Rolling Stock Manufacturing,Postsecondary nondegree award,160,"55,000","34,740","41,690","54,190","69,220","77,090"
3365,Railroad Rolling Stock Manufacturing,"Some college, no degree",180,"40,640","24,500","31,230","41,270","48,040","59,340"
3365,Railroad Rolling Stock Manufacturing,High school diploma or equivalent,"21,710","40,240","24,530","30,380","37,830","47,530","59,360"
3365,Railroad Rolling Stock Manufacturing,No formal educational credential,"1,510","32,000","21,290","25,700","30,540","37,540","45,580"
3366,Ship and Boat Building,Bachelor's degree,"20,380","90,510","51,880","63,720","82,100","108,280","137,580"
3366,Ship and Boat Building,Associate's degree,"6,150","59,340","41,470","49,080","57,400","67,800","81,650"
3366,Ship and Boat Building,Postsecondary nondegree award,"1,800","51,220","27,880","39,910","52,710","60,110","71,130"
3366,Ship and Boat Building,"Some college, no degree",870,"43,600","28,160","34,110","41,620","50,220","62,830"
3366,Ship and Boat Building,High school diploma or equivalent,"98,260","45,890","27,010","34,730","44,870","55,750","63,650"
3366,Ship and Boat Building,No formal educational credential,"10,950","34,980","21,200","26,430","34,150","43,090","49,330"
3369,Other Transportation Equipment Manufacturing,Bachelor's degree,"5,090","91,470","46,310","59,460","81,340","112,600","151,780"
3369,Other Transportation Equipment Manufacturing,Associate's degree,630,"54,240","34,160","40,780","48,880","64,680","83,270"
3369,Other Transportation Equipment Manufacturing,Postsecondary nondegree award,450,"36,970","21,330","26,800","34,500","45,730","58,050"
3369,Other Transportation Equipment Manufacturing,"Some college, no degree",340,"46,280","27,980","34,030","43,500","55,920","71,080"
3369,Other Transportation Equipment Manufacturing,High school diploma or equivalent,"23,350","41,060","22,940","28,990","37,000","48,660","66,090"
3369,Other Transportation Equipment Manufacturing,No formal educational credential,"3,110","30,460","19,020","23,780","31,500","36,480","39,630"
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Bachelor's degree,"17,430","79,850","36,070","48,220","65,600","94,040","140,040"
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Associate's degree,"2,250","45,870","29,150","35,590","44,240","54,480","65,160"
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Postsecondary nondegree award,"1,100","38,220","25,320","29,450","35,860","44,410","55,540"
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,"Some college, no degree","3,270","39,440","24,350","29,470","36,740","46,460","59,730"
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,High school diploma or equivalent,"175,100","34,720","20,510","25,150","31,710","40,010","52,470"
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,No formal educational credential,"37,410","27,140","18,510","21,210","25,970","31,150","37,820"
3372,Office Furniture (including Fixtures) Manufacturing,Bachelor's degree,"13,510","82,760","40,340","52,590","71,390","98,620","138,420"
3372,Office Furniture (including Fixtures) Manufacturing,Associate's degree,"1,930","48,760","31,890","37,060","45,950","58,020","71,920"
3372,Office Furniture (including Fixtures) Manufacturing,Postsecondary nondegree award,350,"42,490","26,450","32,880","40,570","50,760","62,190"
3372,Office Furniture (including Fixtures) Manufacturing,"Some college, no degree","1,990","47,280","27,040","33,830","43,130","57,680","75,920"
3372,Office Furniture (including Fixtures) Manufacturing,High school diploma or equivalent,"76,380","37,740","22,000","27,130","34,570","44,520","57,660"
3372,Office Furniture (including Fixtures) Manufacturing,No formal educational credential,"10,250","28,990","19,260","22,080","27,310","34,400","42,440"
3379,Other Furniture Related Product Manufacturing,Bachelor's degree,"2,790","94,080","42,020","58,470","79,880","111,980","163,680"
3379,Other Furniture Related Product Manufacturing,Associate's degree,150,"54,860","29,350","37,600","46,580","63,430","80,200"
3379,Other Furniture Related Product Manufacturing,Postsecondary nondegree award,800,"41,390","26,210","32,460","38,880","48,160","62,910"
3379,Other Furniture Related Product Manufacturing,"Some college, no degree",320,"41,540","25,790","31,800","38,540","48,360","62,620"
3379,Other Furniture Related Product Manufacturing,High school diploma or equivalent,"23,570","34,390","19,370","22,730","29,390","40,690","57,000"
3379,Other Furniture Related Product Manufacturing,No formal educational credential,"6,670","28,110","18,120","21,120","26,300","33,390","39,910"
3391,Medical Equipment and Supplies Manufacturing,Doctoral or professional degree,"1,010","116,700","55,630","74,490","101,310","139,680",
3391,Medical Equipment and Supplies Manufacturing,Master's degree,"2,650","76,260","38,250","51,900","69,870","93,320","120,200"
3391,Medical Equipment and Supplies Manufacturing,Bachelor's degree,"67,320","100,090","48,770","65,390","88,350","120,450","164,630"
3391,Medical Equipment and Supplies Manufacturing,Associate's degree,"7,040","53,650","33,100","40,690","51,350","62,580","78,680"
3391,Medical Equipment and Supplies Manufacturing,Postsecondary nondegree award,"1,300","53,950","28,870","37,270","52,020","69,250","82,140"
3391,Medical Equipment and Supplies Manufacturing,"Some college, no degree","4,120","43,570","27,070","33,320","41,300","51,070","62,880"
3391,Medical Equipment and Supplies Manufacturing,High school diploma or equivalent,"200,150","38,820","21,230","26,610","34,960","46,600","61,100"
3391,Medical Equipment and Supplies Manufacturing,No formal educational credential,"21,550","28,030","18,970","21,220","26,040","33,010","40,100"
3399,Other Miscellaneous Manufacturing,Doctoral or professional degree,110,"165,990","91,950","113,260","154,700",,
3399,Other Miscellaneous Manufacturing,Master's degree,40,"81,140","52,840","58,120","70,990","101,010","133,820"
3399,Other Miscellaneous Manufacturing,Bachelor's degree,"49,120","82,900","33,470","47,290","69,600","100,540","148,100"
3399,Other Miscellaneous Manufacturing,Associate's degree,"2,950","49,140","29,810","36,860","46,620","59,180","73,840"
3399,Other Miscellaneous Manufacturing,Postsecondary nondegree award,900,"38,890","23,850","30,730","37,360","45,600","56,050"
3399,Other Miscellaneous Manufacturing,"Some college, no degree","5,120","41,430","26,030","32,340","39,180","48,330","60,300"
3399,Other Miscellaneous Manufacturing,High school diploma or equivalent,"194,710","37,600","20,260","25,370","33,330","44,770","59,910"
3399,Other Miscellaneous Manufacturing,No formal educational credential,"28,800","27,950","18,810","20,910","25,780","32,620","39,740"
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Doctoral or professional degree,100,"162,690","60,280","86,560","150,260",,
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Bachelor's degree,"34,980","94,890","39,980","55,200","78,350","115,020","169,370"
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Associate's degree,"1,170","55,880","31,660","40,780","52,520","68,620","87,780"
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Postsecondary nondegree award,"15,970","38,480","20,970","27,860","36,450","47,520","59,170"
