city,state,no_schooling,nursery_school,kindergarten,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th_no_diploma,hs_diploma,GED_or_alternative_credential,college_less_than_year,college_more_than_year_no_degree,associate_degree,bachelor_degree,master_degree,professional_degree,doctorate_degree,computers_mathematics_statistics,biological_agricultural_environmental_sciences,physical_related_sciences,psychology,social_sciences,engineering,multidisciplinary,science_engineering_related,business,education,literature_languages,liberal_arts_history,visual_performing_arts,communications,other
Elgin,TX,132,0,10,0,36,29,31,38,165,54,182,43,120,201,215,1260,235,468,1248,427,582,205,36,59,47,19,33,39,63,39,9,93,201,147,11,51,43,68,62
Elizabeth City,NC,340,0,0,0,0,148,69,65,96,153,212,257,526,511,244,3265,782,925,2740,1073,1968,938,136,140,142,173,79,141,234,101,48,401,558,764,115,187,188,57,177
Elizabethtown,NC,76,0,0,4,0,21,0,42,0,9,53,172,45,14,72,523,94,106,493,285,247,94,3,0,0,0,0,0,18,0,0,37,104,102,0,52,35,12,36
Elizabethtown--Radcliff,KY,440,0,15,0,0,39,51,75,246,196,721,542,886,990,570,11348,2802,4036,8030,4723,6268,4238,660,273,458,704,450,624,696,406,198,1328,2584,2152,438,698,149,365,1016
Elk City,OK,139,0,0,0,0,120,17,42,31,0,114,152,159,358,96,2287,338,401,991,274,948,361,115,51,16,166,46,45,88,125,12,92,204,502,32,16,17,27,214
Elkhart,IN,1389,33,33,82,33,134,115,169,1386,439,2494,2426,3091,3065,2291,27786,6356,6480,12323,5604,11306,4447,819,381,521,742,630,519,829,919,144,1925,3446,3870,664,1657,467,600,1383
Elkhorn,WI,55,0,0,7,0,14,3,31,81,24,92,42,47,115,114,2107,335,847,1233,660,1360,624,69,117,114,126,22,152,166,133,13,276,381,520,75,65,54,77,183
Elkin,NC,43,0,0,10,14,61,26,0,77,71,81,184,239,167,62,1128,224,288,466,342,376,242,55,30,36,35,27,47,26,59,9,70,99,167,38,84,0,28,79
Elkins,WV,90,0,0,0,8,8,11,35,33,100,243,122,131,224,91,2623,476,394,743,353,1096,800,101,55,64,154,48,122,186,45,8,157,313,504,144,181,116,27,185
Elko,NV,118,0,6,14,28,70,20,60,215,134,135,209,253,318,371,2350,453,1060,2333,1214,1657,607,110,49,59,150,260,31,115,386,24,222,369,448,68,74,73,101,167
Elko New Market,MN,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,395,0,93,331,291,825,314,0,125,78,29,0,78,113,35,0,142,396,275,15,30,17,72,111
Elkton,VA,38,0,0,0,0,7,37,0,70,66,29,53,98,75,85,957,121,176,290,208,285,104,0,8,14,17,0,40,54,26,16,31,77,87,23,13,21,9,15
Ellensburg,WA,62,0,0,25,20,0,19,58,16,0,205,125,262,101,152,1394,569,767,1856,690,2643,912,121,319,156,353,69,401,492,51,45,446,490,795,157,235,233,88,390
Ellenville,NY,14,36,0,0,36,0,23,29,6,12,52,108,182,187,36,961,519,306,783,308,350,234,50,24,36,46,35,39,65,5,5,81,53,148,12,27,34,60,56
Ellijay,GA,72,0,0,0,78,101,48,43,99,24,41,67,85,95,13,716,134,91,263,146,167,88,75,5,0,7,2,8,36,15,0,14,40,83,15,18,36,0,61
Ellsworth,KS,5,0,0,0,13,0,0,9,0,0,25,69,38,95,15,516,293,194,334,166,369,67,26,16,4,46,16,4,17,17,23,39,114,121,9,30,17,0,48
Ellsworth,ME,6,0,0,0,0,0,0,0,2,0,5,43,9,23,12,542,155,78,438,128,392,109,50,64,10,32,24,50,45,8,0,138,56,133,63,10,45,57,19
Ellsworth,WI,19,0,0,0,0,0,0,0,46,8,28,0,72,5,8,633,61,74,350,237,176,67,8,6,8,13,24,27,16,0,0,39,52,112,9,0,0,0,14
Ellwood City,PA,48,0,0,0,33,11,0,11,14,19,106,93,198,225,171,3311,438,627,915,951,1432,465,111,45,103,105,44,183,163,60,0,230,320,606,108,53,88,47,115
Elmira,NY,227,6,0,11,10,30,71,62,87,159,559,627,1246,1322,821,13013,3143,2937,5172,5560,5738,3779,453,438,432,583,531,780,705,823,106,1080,1847,1908,343,480,416,354,733
Elmwood,IL,9,0,0,15,0,0,0,0,0,0,50,4,9,22,16,550,62,179,345,180,343,122,13,12,21,21,16,10,18,14,0,106,74,118,4,24,3,44,35
Eloy,AZ,144,0,0,6,43,29,41,132,257,54,225,42,235,229,117,766,276,214,419,328,228,44,21,0,0,56,0,0,33,4,0,38,69,52,0,0,16,25,28
El Paso,IL,5,0,0,0,0,0,0,0,0,0,60,15,15,9,14,687,81,133,246,144,292,56,15,0,5,13,9,17,30,26,0,18,117,101,20,8,0,14,10
El Paso,TX,16728,159,165,875,2558,5674,3146,5009,29230,3843,8476,14760,10400,10132,10686,91570,28976,26211,83584,34417,70395,23626,4784,2907,4120,5287,2821,5337,5080,8739,1344,9988,27012,17267,2893,4388,2257,2530,8479
El Paso de Robles (Paso Robles)--Atascadero,CA,596,50,13,41,168,150,78,67,526,180,441,589,558,810,832,8681,1111,3793,9726,5016,7989,2564,697,462,383,1543,472,737,997,726,128,1357,1611,1462,566,788,420,516,951
El Reno,OK,105,0,0,9,10,12,9,3,58,61,223,218,198,417,317,3242,924,1309,1359,860,831,267,9,41,29,167,0,22,16,5,8,82,277,280,41,92,34,28,149
Elroy,TX,79,0,0,0,75,45,12,35,149,51,24,21,80,58,40,347,243,46,471,74,38,0,58,0,10,0,0,58,0,0,0,1,9,0,0,0,0,0,18
Elverson,PA,4,0,0,0,0,0,0,0,0,0,50,14,28,97,34,619,48,227,295,275,667,297,29,5,27,33,9,55,53,129,18,130,185,189,19,27,50,29,108
Elwood,IN,95,0,0,0,0,0,7,5,0,57,78,187,291,338,49,2326,593,406,837,455,558,146,40,8,22,31,21,49,52,0,0,153,110,149,27,54,64,32,50
Ely,MN,17,0,0,0,0,0,0,0,25,0,10,11,43,32,22,461,152,157,486,359,533,116,25,7,11,78,33,0,83,7,25,40,122,172,52,2,47,0,89
Ely,NV,24,0,0,0,0,25,29,0,63,0,94,17,125,75,24,928,161,293,490,250,326,108,13,0,0,46,43,26,39,12,0,66,64,106,0,39,9,11,39
Emerald Bay,TX,0,0,0,0,0,0,0,0,12,0,83,13,169,14,0,505,93,318,343,220,525,166,0,17,25,30,41,56,26,37,0,14,211,132,15,0,43,32,46
Emmetsburg,IA,0,0,0,0,0,0,0,0,0,8,49,40,10,38,45,540,32,145,443,502,386,171,7,20,0,31,0,26,67,5,0,88,80,217,10,28,8,6,59
Emmett,ID,100,0,0,0,2,36,0,2,122,0,116,139,184,142,132,1862,438,498,874,475,765,211,57,0,36,133,44,72,70,25,0,124,157,231,102,69,29,10,34
Emmitsburg,MD,4,0,0,0,0,0,5,0,9,0,28,44,120,86,13,1213,150,322,492,379,612,235,77,62,32,60,5,68,97,3,51,122,166,126,75,137,73,18,29
Emporia,KS,255,0,0,0,46,55,19,52,207,78,322,250,309,254,136,3282,982,850,2156,938,2399,842,124,238,43,184,227,153,385,132,0,417,623,1259,136,99,198,26,70
Emporia,VA,86,0,0,0,36,38,0,77,66,73,97,170,130,288,62,1170,321,375,382,292,471,252,65,35,6,99,11,49,53,35,0,106,140,175,11,58,9,51,89
Emporium,PA,13,0,0,0,0,11,0,0,6,10,0,15,77,31,24,778,115,169,185,191,220,45,11,18,5,16,9,10,9,36,0,27,70,61,4,25,10,17,22
Enfield,NC,66,0,0,0,6,22,4,13,18,21,104,72,170,71,93,605,77,72,128,86,100,17,0,0,9,0,0,0,16,0,0,0,16,44,10,8,0,5,9
England,AR,22,0,0,0,4,5,13,12,4,31,10,36,49,25,70,527,95,110,297,102,138,60,19,0,3,9,6,6,26,4,0,56,25,45,0,17,0,13,16
Enid,OK,349,0,0,0,133,39,62,129,413,138,405,769,821,815,565,9397,1658,2397,4803,2111,4386,1830,395,162,91,692,236,316,319,313,9,747,1371,1496,179,269,215,355,542
Ennis,TX,267,0,0,9,26,102,39,150,529,224,311,319,295,400,239,2511,622,941,1613,959,879,308,81,103,17,51,81,35,47,80,13,124,406,336,86,152,11,25,103
Enterprise,AL,295,0,0,0,7,34,10,58,104,223,151,316,494,355,440,5097,1211,1690,4163,2634,4390,1774,324,146,309,225,237,347,334,208,62,772,1497,1302,122,329,121,91,1122
Ephraim,UT,0,0,0,0,38,29,0,0,14,0,5,9,35,79,59,328,50,189,412,308,373,140,33,63,18,59,7,32,47,7,0,61,115,157,11,13,39,40,38
Ephrata,WA,20,0,68,0,22,51,0,10,104,29,104,53,117,130,32,1246,277,324,583,381,625,145,29,44,31,76,43,62,0,20,16,68,192,209,31,89,17,59,15
Epping,NH,0,0,0,0,0,0,0,0,0,0,0,6,78,123,0,599,128,87,399,298,353,166,50,13,29,54,23,10,0,115,0,88,103,96,53,14,25,19,10
Erie,PA,1287,11,25,57,14,105,88,162,340,361,1039,1574,2734,2849,1683,44104,5688,7349,13790,10570,23381,9206,1967,1424,1354,2039,1359,2113,2567,2129,213,4073,7155,6440,1312,1312,1425,1940,2752
Erwin,TN,150,0,0,10,0,44,26,53,62,39,377,163,410,197,90,2333,558,372,885,443,502,232,48,29,49,21,11,60,25,45,43,67,95,188,73,52,35,8,80
Escalon,CA,55,0,0,0,0,38,124,0,14,0,23,32,69,127,56,1442,125,333,1019,417,565,156,38,11,24,43,0,23,42,29,0,88,173,120,18,165,32,0,66
Escanaba,MI,161,0,10,0,6,0,36,5,38,14,182,135,258,237,193,4357,588,1351,2636,1898,2124,500,229,81,88,214,48,76,268,183,9,429,532,650,84,230,85,47,233
Espanola,NM,255,0,0,9,19,125,66,115,337,138,454,665,469,690,229,4233,855,1019,3234,1401,1670,638,44,118,84,138,89,61,58,248,8,203,694,485,129,108,179,28,112
Esparto,CA,136,0,0,0,8,20,30,0,88,0,41,36,21,50,37,517,53,201,346,95,186,151,21,8,0,93,35,7,8,55,0,9,57,0,8,38,0,18,38
Estacada,OR,42,0,0,0,0,0,0,6,0,0,38,27,97,135,76,903,147,202,301,209,138,72,16,12,3,29,0,14,7,1,4,44,31,53,6,23,4,0,28
Estes Park,CO,42,0,0,0,0,0,0,0,21,0,14,0,62,15,12,1089,195,328,1166,356,1569,802,63,141,96,272,70,45,243,126,20,220,329,378,192,204,309,91,210
Estherville,IA,9,0,0,0,0,35,0,41,27,12,50,49,126,38,87,1076,133,365,552,510,415,149,31,14,0,89,12,12,13,7,0,69,121,203,10,12,6,5,84
Estrella,AZ,71,0,0,0,35,9,0,23,153,0,84,153,72,76,202,1261,184,547,1701,658,1399,518,158,111,118,126,128,231,83,149,0,232,498,236,124,41,78,132,191
Etowah,TN,26,0,0,9,0,19,4,21,0,92,65,19,123,87,68,1158,195,193,475,163,141,126,0,0,0,16,0,33,13,0,0,7,56,87,0,26,30,0,12
Eudora,KS,17,0,0,0,0,0,3,0,0,42,25,3,71,62,98,1059,175,386,501,191,871,304,66,5,43,128,59,0,26,0,0,143,306,231,32,135,13,63,114
Eufaula,AL,163,4,0,5,10,4,26,37,47,10,66,91,311,408,97,1917,243,452,674,468,553,272,65,46,24,16,36,17,54,31,0,86,219,315,25,71,10,11,74
Eugene,OR,1397,0,0,135,83,90,183,355,1042,361,1331,1608,2073,2794,2401,30526,7050,13650,32842,13595,30659,14040,3352,3570,1766,4639,2440,4067,7085,1684,663,4259,6741,6512,4424,4239,3326,2228,2819
Eunice,LA,207,0,0,0,20,38,33,104,121,91,367,274,256,430,157,2638,526,538,637,522,491,172,72,10,7,82,24,15,10,24,0,106,117,301,6,21,13,23,34
Eunice,NM,21,0,0,9,0,0,21,25,98,14,43,128,83,106,25,470,75,94,349,129,129,38,5,0,0,4,5,0,0,0,0,30,9,73,6,33,9,0,9
Eureka,CA,363,0,0,13,15,79,49,24,124,116,312,393,665,797,845,6994,1423,2580,5999,2860,5553,1638,511,347,221,801,315,582,1151,299,38,907,847,819,695,729,611,155,546
Eureka,IL,0,0,0,0,0,0,0,10,7,0,64,21,68,38,11,1068,128,286,470,381,869,350,20,108,116,107,22,61,81,107,0,127,173,323,103,66,95,30,91
Eureka,KS,7,0,0,0,0,0,0,0,18,0,27,12,38,34,21,609,63,199,247,153,171,62,14,14,21,10,9,0,0,0,0,47,33,119,6,17,0,0,13
Eureka,MO,20,0,0,0,0,0,0,0,26,3,75,25,87,69,39,1195,288,398,1106,509,1760,651,178,130,175,103,28,71,115,235,62,215,690,446,47,78,98,279,159
Evanston,WY,19,0,0,0,55,0,0,0,76,100,113,90,318,222,46,1939,415,623,1194,587,891,297,123,32,57,43,91,105,179,98,0,260,157,278,41,118,0,2,74
Evansville,IN,1200,40,22,36,44,70,193,126,405,489,2162,2269,3731,3123,2100,44073,8528,11303,25112,12481,24255,10018,2020,1275,1185,1651,1220,1622,2369,2105,266,5206,8608,7338,1364,1949,1322,2166,1987
Evansville,WI,6,0,0,0,0,0,0,0,0,0,46,3,23,81,14,999,145,270,735,521,652,219,28,3,107,90,20,74,50,35,12,140,117,166,12,50,34,24,44
Evarts,KY,32,0,0,0,6,11,12,22,46,49,98,42,210,58,41,348,84,70,183,50,36,37,8,0,0,4,2,12,21,0,0,0,20,26,6,0,0,0,5
Everett,PA,82,0,0,0,0,0,0,4,0,10,37,43,107,141,32,1136,81,157,110,134,97,59,23,0,0,5,0,22,10,0,0,58,4,73,0,0,11,11,7
Evergreen,AL,25,0,0,0,0,0,0,0,12,3,53,24,70,45,101,782,113,123,135,86,14,35,10,0,0,0,0,0,0,0,0,0,0,22,24,10,0,0,13
Evergreen,CO,11,0,10,0,0,0,0,0,12,0,31,17,55,42,59,867,178,319,1354,475,3568,1956,537,292,350,334,510,316,848,436,67,400,1541,552,324,208,344,371,280
Everson,WA,53,0,7,0,12,2,0,41,84,0,27,118,76,112,56,765,124,269,532,331,230,81,12,11,9,34,9,44,49,18,4,38,46,40,25,11,5,12,34
Excelsior Springs,MO,66,0,0,0,0,5,0,0,0,42,148,89,465,317,173,2398,330,693,791,721,695,247,45,28,94,63,0,15,36,12,28,59,158,277,84,49,57,26,122
Fabens,TX,92,0,0,39,90,161,76,180,504,57,172,310,165,152,28,904,176,84,588,116,136,19,12,1,0,0,0,12,0,0,9,28,31,32,1,1,0,0,54
Fairbanks,AK,190,42,0,0,28,22,5,38,84,64,287,391,457,401,557,8131,2185,3418,9441,3736,6651,2312,583,486,386,954,604,538,672,719,29,943,1849,1692,410,653,354,347,905
Fairbury,IL,16,0,0,0,0,0,0,0,0,0,130,16,41,11,29,1031,204,207,358,161,169,135,32,13,14,30,33,0,30,0,0,28,37,110,0,27,13,27,0
Fairbury,NE,2,0,0,0,0,0,0,0,0,4,123,35,62,92,100,1086,184,283,379,266,172,91,4,13,9,15,2,7,33,14,0,18,51,93,0,0,0,9,29
Fairdale,PA,0,0,0,0,0,0,0,18,0,37,84,27,3,75,42,730,236,212,308,104,465,256,10,15,3,35,0,67,21,35,0,164,106,125,4,107,40,4,89
Fairfield,CA,1549,67,0,69,135,260,188,611,1433,396,1298,1261,1588,1300,2068,18375,2735,7221,18912,8326,14844,3477,1091,760,718,1792,604,880,2015,1615,200,2568,4382,1614,759,1103,772,633,1540
Fairfield,IL,57,0,0,0,9,0,8,0,19,0,117,62,47,118,71,945,156,448,522,427,280,123,25,10,0,30,14,15,29,15,0,75,101,123,2,12,0,27,6
Fairfield,IA,30,0,0,0,0,0,0,0,0,0,68,86,109,36,17,1320,348,571,1024,678,1118,870,92,158,91,131,39,186,278,247,13,270,177,304,194,201,175,62,95
Fairfield,TX,24,0,0,0,0,0,0,0,0,15,32,91,97,73,24,451,177,276,303,274,208,126,9,0,0,6,11,0,7,5,6,41,46,121,6,13,21,0,81
Fairfield Glade,TN,25,0,0,0,0,0,0,0,0,43,0,14,128,48,31,1395,298,542,817,369,1329,830,197,76,152,108,125,59,79,270,14,239,451,615,48,197,131,30,116
Fairfield Harbour,NC,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,376,81,89,494,174,518,270,17,41,17,65,32,34,70,52,8,56,116,306,59,49,9,37,39
Fair Haven,VT,13,0,0,0,0,0,0,0,0,17,67,16,24,87,39,576,109,152,311,184,342,164,25,25,17,6,7,11,49,11,0,43,144,152,26,64,23,13,42
Fairmont,MN,66,0,0,0,0,33,17,0,0,0,197,30,87,298,148,2533,265,388,733,588,1186,128,78,24,87,110,0,71,58,142,0,145,239,342,40,131,5,82,92
Fairmont,NC,5,0,0,15,0,0,0,5,11,43,46,93,99,38,39,611,38,85,248,58,131,64,7,5,0,25,12,0,18,4,0,22,38,83,10,11,0,0,13
Fairmont,WV,117,7,0,0,0,9,8,9,17,63,377,402,569,754,144,7300,1248,1260,3343,1765,3944,1346,233,277,263,365,127,252,252,473,111,845,1119,1276,90,236,127,163,589
Fairmount,IN,8,0,0,0,0,0,0,0,10,7,57,35,49,74,19,704,119,92,258,168,169,52,25,39,7,0,8,0,15,0,6,59,52,47,11,24,34,28,0
Fairview,TN,33,0,0,0,0,9,0,24,17,0,65,64,132,130,94,988,239,293,732,199,867,220,35,35,29,38,77,43,36,29,0,102,277,177,23,52,36,68,196
Falfurrias,TX,121,0,0,0,19,0,110,33,88,51,84,88,16,85,57,919,200,155,380,26,242,117,0,6,0,0,0,13,32,2,0,31,14,217,0,0,67,21,9
Fallon,NV,106,0,0,0,0,25,2,0,114,36,115,93,267,226,244,3139,755,1147,1789,1070,1178,389,138,0,102,188,83,33,98,164,11,137,246,255,92,92,0,24,319
Falls City,NE,0,0,0,0,0,0,0,0,0,3,71,70,8,55,0,925,173,140,408,305,427,194,0,0,37,85,0,21,8,16,0,47,61,273,16,19,29,9,38
Fargo,ND,992,0,31,0,0,120,45,42,251,85,1328,376,766,1027,1060,21026,3438,6890,19008,15816,29284,8382,1887,2433,2204,3422,1538,2005,2830,2359,197,5174,8847,6893,1904,1316,1365,2406,4093
Faribault,MN,315,14,0,0,52,3,82,0,161,113,258,322,480,473,232,4563,1195,1266,2235,1462,2050,701,170,112,173,155,114,255,332,49,13,441,512,680,109,101,72,100,307
Farmersville,TX,15,0,0,40,0,0,0,101,81,20,36,79,21,80,18,815,161,161,307,153,299,47,13,0,75,26,14,10,40,14,0,34,85,29,0,36,0,0,17
Farmerville,LA,21,0,0,0,0,20,0,6,0,97,73,54,89,112,48,713,97,205,384,136,135,70,0,7,0,10,26,9,0,0,0,13,52,75,6,29,0,0,20
Farmington,ME,10,0,0,0,0,0,0,0,2,24,106,0,20,74,0,515,26,110,217,183,439,160,26,118,69,34,24,56,74,18,13,79,0,165,67,72,80,39,10
Farmington,MO,334,0,0,0,0,34,4,38,142,159,677,716,1300,1584,696,6785,2765,2573,4377,2143,2258,927,211,169,95,156,56,228,99,125,31,379,672,1149,66,213,70,179,215
Farmington,NH,0,0,0,0,0,0,0,0,0,21,15,190,0,118,16,716,102,165,242,218,320,11,0,41,0,16,0,11,0,0,15,41,80,0,0,60,134,0,15
Farmington,NM,365,0,0,30,33,178,9,184,349,183,329,709,988,1211,608,7536,1954,2366,5782,3350,3480,1746,449,270,75,660,289,211,453,472,26,507,994,1424,171,328,139,187,487
Farmville,NC,0,0,0,0,0,26,0,12,19,13,78,91,113,180,7,757,151,213,623,289,371,166,26,11,21,93,0,37,26,0,0,110,85,51,39,31,13,33,35
Farmville,VA,113,0,0,0,0,0,0,24,0,67,40,20,89,169,66,1208,320,250,398,98,640,266,97,101,23,46,17,117,72,49,0,158,129,125,115,118,53,22,124
Fayette,AL,49,0,0,0,0,29,0,4,10,24,38,58,12,125,85,593,73,189,177,197,215,105,5,32,0,0,0,15,13,0,0,72,97,151,0,23,0,0,0
Fayette,MO,27,0,0,0,4,0,0,15,0,0,7,29,18,44,15,454,53,40,156,103,298,133,14,41,19,33,22,23,26,8,0,51,60,138,28,15,39,32,20
Fayetteville,NC,2265,44,28,46,93,243,157,369,690,653,1616,2334,3341,4267,2457,40533,7610,14747,43400,21327,29802,11611,1919,1521,1804,2238,1237,2951,4131,1455,268,4480,10436,6908,1769,3041,1434,1136,4572
Fayetteville,TN,72,0,20,0,0,52,0,0,0,17,161,188,233,232,91,1698,652,342,641,373,781,178,31,17,31,51,10,16,22,48,0,57,248,325,9,116,18,39,40
Fayetteville--Springdale--Rogers,AR,2680,8,20,60,277,939,934,1439,3974,1591,2681,4203,2994,4000,2922,42725,8637,10305,29228,10141,39773,17133,4249,2912,3897,4369,1844,2241,4030,4960,342,4669,17559,9648,2645,2595,2887,2883,3775
Fearrington Village,NC,0,0,0,0,0,0,0,0,0,49,4,0,2,0,0,399,18,76,179,162,949,650,125,286,64,136,101,136,269,48,0,99,203,383,303,144,90,25,166
Federalsburg,MD,21,0,0,0,7,10,0,45,5,0,54,74,134,95,23,608,102,153,257,59,141,86,4,0,10,4,0,5,14,3,0,37,14,82,4,38,15,9,14
Fellsmere,FL,495,0,0,0,0,30,33,66,292,0,250,136,12,114,114,750,81,53,318,97,129,36,0,0,38,0,0,11,0,0,0,91,129,25,0,0,0,0,0
Fergus Falls,MN,52,0,0,0,0,0,0,0,6,1,71,167,106,206,125,1610,344,745,1252,1111,1819,544,147,72,38,224,22,141,221,121,32,442,378,608,97,174,108,93,209
Fernandina Beach,FL,92,0,0,0,0,0,3,154,81,65,217,84,268,323,189,4929,699,1979,2665,1517,4793,1921,441,324,256,431,218,356,360,872,0,749,1723,1077,270,637,203,159,567
Fernley,NV,113,0,0,0,3,55,3,0,62,13,259,136,267,415,177,2886,730,1228,2672,1034,1568,706,49,14,84,60,66,63,370,233,0,129,656,410,91,65,92,0,147
Ferriday,LA,41,0,0,0,0,53,0,0,29,57,135,115,222,398,71,1154,572,84,478,257,260,88,17,0,2,46,0,0,0,18,0,0,97,70,0,15,0,0,117
Filer,ID,9,0,0,0,0,0,0,0,15,14,22,91,57,55,34,439,76,129,385,213,146,37,11,3,6,33,0,10,10,12,0,14,25,51,5,15,5,0,16
Fillmore,CA,695,0,0,35,50,182,88,96,672,4,30,332,235,340,370,1614,156,601,1735,618,569,212,73,45,75,30,28,71,146,33,0,47,102,128,26,130,4,58,25
Findlay,OH,187,25,17,0,0,0,0,14,27,112,229,320,801,962,318,9181,1068,1892,4890,2855,5663,2755,384,370,546,374,342,264,362,867,0,907,2421,2119,266,376,317,193,365
Firebaugh,CA,236,0,0,92,146,125,74,32,596,31,266,388,191,104,43,901,81,115,248,204,145,0,12,38,0,0,0,0,0,0,0,0,0,113,17,2,12,0,68
Firestone--Frederick,CO,152,0,0,0,12,0,10,0,106,45,40,174,159,152,123,3079,550,1263,3052,1441,3554,1010,87,92,361,256,217,232,302,495,76,367,988,599,153,293,100,341,349
Fitzgerald,GA,130,0,0,0,0,0,18,32,26,33,119,267,225,330,255,2779,213,469,848,588,606,259,53,0,23,73,0,81,22,33,0,44,208,191,72,58,33,51,96
Flagstaff,AZ,242,0,0,27,4,143,64,56,226,116,234,268,558,600,863,5271,1001,2118,6897,3626,9485,4802,822,1425,509,1490,1200,925,1692,1248,147,1531,1882,2412,870,881,871,679,1635
Flemingsburg,KY,64,0,0,0,0,13,0,0,8,0,105,114,148,61,0,569,135,179,269,161,182,44,30,0,6,48,0,12,25,9,0,57,44,51,0,24,0,6,9
Flint,MI,2197,17,28,71,23,90,154,180,448,614,2486,3441,5952,6422,3769,64988,10041,19349,43183,22840,28549,12856,2447,1506,1653,2450,1457,2002,2642,3843,196,5343,10522,8781,1467,2031,1071,1787,3338
Flora,IL,37,0,8,3,2,8,0,0,5,26,89,5,85,35,73,1029,148,289,440,371,302,109,56,17,23,11,10,6,14,0,0,55,73,86,94,46,59,0,63
Florence,AL,596,5,0,19,2,47,10,68,131,367,922,1217,1734,1942,880,12845,3240,3440,8675,3265,7832,3705,799,719,287,504,569,362,871,864,35,1464,3013,3179,428,688,580,314,1086
Florence,AZ,224,0,0,18,89,102,128,160,437,269,676,497,414,748,306,2393,1475,1114,1497,605,490,200,129,27,34,54,27,61,12,56,0,47,149,315,11,46,27,0,63
Florence,CO,206,0,0,0,0,0,0,0,26,0,53,66,129,151,174,910,1282,527,1113,333,282,134,36,57,4,38,64,22,47,62,7,48,71,102,27,9,0,7,39
Florence,OR,52,0,53,0,0,0,0,21,13,0,82,40,165,177,107,1811,380,886,1971,793,1201,449,126,82,96,122,91,112,156,71,22,160,254,334,157,157,61,75,237
Florence,SC,700,11,0,38,10,194,87,156,401,302,817,1079,1663,1562,1050,17262,2107,2829,9677,5409,10333,4277,963,676,449,1236,480,836,1399,1072,48,1679,4173,2744,693,879,374,230,962
Floresville,TX,133,0,0,0,61,23,13,29,89,92,197,200,53,194,57,1367,394,238,459,363,280,94,31,5,0,13,13,57,0,22,0,65,37,122,19,12,4,6,58
Floydada,TX,72,0,0,0,0,56,43,23,23,36,73,64,60,51,15,469,117,93,179,82,190,50,8,11,3,46,30,0,3,22,0,22,21,77,8,12,0,12,27
Foley,AL,126,0,25,0,0,0,0,0,64,150,196,205,178,489,347,5223,1157,1659,3425,1939,2958,1053,193,74,103,145,29,207,316,160,73,505,959,1350,36,194,131,113,216
Folkston,GA,30,0,0,3,19,36,0,0,1,73,41,139,133,87,14,1715,155,112,449,317,291,108,24,0,53,97,0,40,49,0,0,11,59,75,24,11,0,43,38
Fond du Lac,WI,276,0,0,51,16,91,3,15,186,37,613,267,611,677,560,11791,1933,2790,5212,4083,5912,2006,364,199,368,382,136,385,486,483,6,1311,1772,2040,314,371,243,347,599
Fordyce,AR,39,0,0,5,0,3,7,0,63,22,23,106,58,84,30,1294,81,94,201,104,222,104,10,0,0,0,0,0,23,19,0,34,55,87,0,0,24,29,87
Forest,MS,278,0,12,0,27,53,12,35,72,4,82,38,291,179,160,667,175,136,486,283,222,90,20,63,0,8,9,0,44,21,0,21,36,209,0,63,0,0,7
Forest City,IA,0,0,0,0,0,0,10,0,0,12,48,19,21,35,5,788,106,256,455,209,390,72,29,8,7,20,25,21,24,9,0,43,99,165,27,42,10,14,15
Forest City,NC,262,0,0,6,13,20,156,22,319,107,522,848,875,850,239,4631,1045,1249,2773,1977,1604,652,160,62,48,179,55,64,50,106,0,444,479,727,88,171,73,13,174
Forest Lake,MN,18,14,0,0,0,0,0,0,11,0,97,46,200,93,248,3240,537,1172,2504,1881,2843,856,217,108,120,232,168,347,371,262,68,419,981,705,143,136,41,175,225
Forestville,CA,37,0,0,0,0,22,6,0,101,7,76,28,81,80,114,725,78,241,871,374,909,362,99,93,28,149,71,306,265,38,20,129,127,56,156,93,142,19,35
Forks,WA,7,0,33,11,0,0,0,109,3,0,60,32,6,42,32,931,203,144,592,170,198,37,0,22,0,40,0,31,0,6,0,42,19,10,35,1,15,0,58
Forney,TX,65,0,0,0,0,0,31,21,77,35,91,163,130,360,181,3434,995,1855,3761,1376,3304,1349,62,104,353,231,91,263,344,50,181,515,1273,980,162,146,102,271,251
Forrest City,AR,172,0,8,0,0,50,25,12,38,86,153,156,349,391,326,1978,668,465,1270,485,494,184,16,7,0,54,13,32,84,34,19,78,127,170,14,40,15,13,64
Forsyth,GA,19,0,0,0,0,26,26,17,0,20,38,208,179,359,199,854,257,225,528,73,201,49,16,33,14,10,17,23,28,21,8,0,20,85,23,39,23,15,9
Forsyth,MO,30,17,0,0,0,4,27,0,28,44,83,171,183,150,61,1403,259,393,959,242,338,179,10,27,10,46,3,47,43,23,4,26,92,151,41,73,13,2,18
Fort Atkinson,WI,156,0,0,0,0,10,21,39,114,13,145,174,314,270,212,4981,558,886,1856,1553,2124,724,92,116,41,281,155,135,253,77,0,270,559,876,122,95,144,160,195
Fort Bragg,CA,74,0,0,0,37,39,26,4,208,16,31,161,73,81,136,1681,190,589,1425,484,1066,402,126,30,33,201,31,69,281,47,0,149,67,135,109,159,359,60,42
Fort Branch,IN,0,0,0,0,0,0,0,0,0,0,16,8,25,51,90,1096,146,224,489,357,399,171,10,29,27,17,6,14,14,26,0,73,142,180,24,36,21,9,28
